Date,Price,Open,High,Low,Vol.,Change %
Mar 19, 2014,105.85,106.6,106.87,105.71,188.48,-0.88%
Mar 18, 2014,106.79,106.4,106.85,105.85,170.58,0.52%
Mar 17, 2014,106.24,108.55,108.6,106.16,166.23,-2.15%
Mar 14, 2014,108.57,107.25,108.69,107.24,12.88,1.10%
Mar 13, 2014,107.39,108.26,108.51,106.98,86.26,-0.58%
Mar 12, 2014,108.02,108.41,108.55,107.61,159.23,-0.49%
Mar 11, 2014,108.55,107.88,108.7,107.83,146.85,0.43%
Mar 10, 2014,108.08,108.73,108.85,107.75,149.34,-0.84%
Mar 07, 2014,109,108.3,109.09,107.82,172.05,0.83%
Mar 06, 2014,108.1,107.66,108.54,107.37,228.72,0.32%
Mar 05, 2014,107.76,109.17,109.36,107.55,220.18,-1.41%
Mar 04, 2014,109.3,111.16,111.32,109,218.50,-1.71%
Mar 03, 2014,111.2,109.44,112.39,109.26,291.31,1.95%
Feb 28, 2014,109.07,108.85,109.34,108.4,189.56,0.10%
Feb 27, 2014,108.96,109.41,109.45,108.65,192.91,-0.51%
Feb 26, 2014,109.52,109.56,109.97,109.2,186.71,0.01%
Feb 25, 2014,109.51,110.64,110.64,109.42,198.16,-1.02%
Feb 24, 2014,110.64,109.65,110.77,109.5,202.52,0.72%
Feb 21, 2014,109.85,110.5,110.5,109.35,154.90,-0.41%
Feb 20, 2014,110.3,110.39,110.49,109.58,151.21,-0.15%
Feb 19, 2014,110.47,110.55,110.82,110.02,163.34,0.01%
Feb 18, 2014,110.46,109.07,110.7,108.84,150.35,1.17%
Feb 17, 2014,109.18,109.13,109.4,108.64,56.87,0.09%
Feb 14, 2014,109.08,108.58,109.25,107.85,146.75,0.32%
Feb 13, 2014,108.73,108.68,108.84,108.09,18.08,-0.06%
Feb 12, 2014,108.79,108.78,109.5,108.47,105.89,0.10%
Feb 11, 2014,108.68,108.52,109.24,108.47,137.26,0.05%
Feb 10, 2014,108.63,109.75,109.75,108.4,162.66,-0.86%
Feb 07, 2014,109.57,107.32,109.74,106.88,215.63,2.22%
Feb 06, 2014,107.19,106.28,107.48,106.15,205.08,0.88%
Feb 05, 2014,106.25,106.09,106.44,105.58,193.78,0.44%
Feb 04, 2014,105.78,105.85,106.23,105.49,186.44,-0.25%
Feb 03, 2014,106.04,106.4,106.72,105.4,264.73,-0.34%
Jan 31, 2014,106.4,107.75,107.94,106.3,231.46,-1.44%
Jan 30, 2014,107.95,107.85,108.4,107.65,188.73,0.09%
Jan 29, 2014,107.85,107.36,108.05,106.93,207.31,0.41%
Jan 28, 2014,107.41,106.86,107.79,106.76,188.30,0.67%
Jan 27, 2014,106.69,107.91,108.09,106.45,203.30,-1.10%
Jan 24, 2014,107.88,107.58,108.03,106.23,244.56,0.28%
Jan 23, 2014,107.58,108.14,108.28,107.37,241.80,-0.64%
Jan 22, 2014,108.27,106.9,108.33,106.78,184.00,1.44%
Jan 21, 2014,106.73,106.35,108,106.28,254.31,0.36%
Jan 20, 2014,106.35,106.28,106.65,105.81,103.66,-0.12%
Jan 17, 2014,106.48,105.55,106.95,105.44,198.42,-0.57%
Jan 16, 2014,107.09,106.82,107.35,106.44,14.56,-0.04%
Jan 15, 2014,107.13,106.17,107.55,105.8,70.78,0.70%
Jan 14, 2014,106.39,106.62,107.14,106.06,111.28,-0.34%
Jan 13, 2014,106.75,107.25,107.64,106.36,151.80,-0.47%
Jan 10, 2014,107.25,106.44,107.58,106.03,198.57,0.81%
Jan 09, 2014,106.39,107.35,108.2,106.12,175.37,-0.71%
Jan 08, 2014,107.15,107.49,107.95,107,185.54,-0.19%
Jan 07, 2014,107.35,107.03,107.72,106.88,188.20,0.58%
Jan 06, 2014,106.73,106.8,107.96,106.58,181.82,-0.15%
Jan 03, 2014,106.89,107.88,108.64,106.79,191.13,-0.83%
Jan 02, 2014,107.78,111,111.35,107.65,200.65,-2.83%
Jan 01, 2014,110.92,110.92,110.92,110.92,-,0.11%
Dec 31, 2013,110.8,111.18,111.52,110.4,84.99,-0.37%
Dec 30, 2013,111.21,112.2,112.64,110.9,111.07,-0.86%
Dec 27, 2013,112.18,111.95,112.8,111.5,126.91,0.18%
Dec 26, 2013,111.98,111.99,112.12,111.46,43.62,0.07%
Dec 24, 2013,111.9,111.61,112.06,111.42,52.16,0.30%
Dec 23, 2013,111.56,111.55,111.93,111.27,103.72,-0.19%
Dec 20, 2013,111.77,110.09,111.89,109.87,169.48,1.34%
Dec 19, 2013,110.29,109.25,110.53,109.14,159.79,0.60%
Dec 18, 2013,109.63,108.33,109.73,107.8,187.96,1.10%
Dec 17, 2013,108.44,109.2,109.41,108.2,149.78,-1.84%
Dec 16, 2013,110.47,109.15,110.8,109,23.61,1.51%
Dec 13, 2013,108.83,108.53,109,108.02,98.10,0.15%
Dec 12, 2013,108.67,109.52,109.98,108.44,128.31,-0.94%
Dec 11, 2013,109.7,109.45,109.89,108.62,158.72,0.29%
Dec 10, 2013,109.38,109.31,110.45,108.55,230.62,-0.01%
Dec 09, 2013,109.39,111.69,111.79,109,202.85,-1.99%
Dec 06, 2013,111.61,111.07,112.06,110.94,155.52,0.57%
Dec 05, 2013,110.98,111.65,112.23,110.76,191.78,-0.80%
Dec 04, 2013,111.88,112.91,113.02,111.46,235.28,-0.66%
Dec 03, 2013,112.62,111.53,112.93,111.04,217.61,1.05%
Dec 02, 2013,111.45,109.6,112.34,109.28,266.95,1.60%
Nov 29, 2013,109.69,111.04,111.5,109.62,126.88,-1.06%
Nov 28, 2013,110.86,111.4,111.55,110.61,61.68,-0.40%
Nov 27, 2013,111.31,111,111.65,110.51,193.98,0.39%
Nov 26, 2013,110.88,111.08,111.49,110.41,199.75,-0.11%
Nov 25, 2013,111,109,111.66,108.05,278.78,-0.05%
Nov 22, 2013,111.05,110.07,111.4,109.65,276.25,0.88%
Nov 21, 2013,110.08,107.76,110.25,107.62,253.96,1.87%
Nov 20, 2013,108.06,107.2,108.38,106.51,220.19,1.07%
Nov 19, 2013,106.92,108.3,108.63,106.81,224.43,-1.43%
Nov 18, 2013,108.47,108.5,108.73,107.53,185.49,-0.03%
Nov 15, 2013,108.5,108.38,108.65,107.69,198.64,-0.04%
Nov 14, 2013,108.54,107.17,108.96,107.15,20.85,1.33%
Nov 13, 2013,107.12,105.93,107.45,105.89,114.00,1.24%
Nov 12, 2013,105.81,106.4,107.38,105.51,156.69,-0.55%
Nov 11, 2013,106.4,105.17,106.56,105.15,172.68,1.22%
Nov 08, 2013,105.12,103.53,105.38,102.98,242.70,1.60%
Nov 07, 2013,103.46,105,105.21,103.24,291.12,-1.69%
Nov 06, 2013,105.24,105.64,106.41,104.86,243.84,-0.09%
Nov 05, 2013,105.33,106.25,106.53,105.19,186.82,-0.85%
Nov 04, 2013,106.23,105.78,106.58,105.13,230.57,0.30%
Nov 01, 2013,105.91,109.05,109.41,105.78,298.58,-2.69%
Oct 31, 2013,108.84,109.69,109.87,108.55,238.84,-0.93%
Oct 30, 2013,109.86,108.76,110.16,108.59,234.60,0.78%
Oct 29, 2013,109.01,109.41,109.46,108.45,185.01,-0.55%
Oct 28, 2013,109.61,107.04,109.68,106.85,266.18,2.51%
Oct 25, 2013,106.93,107.09,107.39,106.27,212.28,-0.06%
Oct 24, 2013,106.99,107.65,108.26,106.9,242.30,-0.75%
Oct 23, 2013,107.8,109.99,110.06,107.35,324.61,-1.97%
Oct 22, 2013,109.97,109.76,110.94,109.57,238.66,0.30%
Oct 21, 2013,109.64,109.96,110.19,109.21,190.11,-0.27%
Oct 18, 2013,109.94,109.13,110.24,108.95,181.54,0.76%
Oct 17, 2013,109.11,110.57,110.66,108.71,233.73,-1.58%
Oct 16, 2013,110.86,109.45,111.23,109.45,15.37,0.82%
Oct 15, 2013,109.96,111.08,111.27,109.53,93.75,-0.97%
Oct 14, 2013,111.04,110.87,111.41,109.87,106.79,-0.22%
Oct 11, 2013,111.28,111.65,111.85,110.51,141.35,-0.47%
Oct 10, 2013,111.8,109.04,112,108.92,212.35,2.51%
Oct 09, 2013,109.06,110.16,110.25,108.12,171.12,-1.00%
Oct 08, 2013,110.16,109.64,110.8,109.38,163.84,0.44%
Oct 07, 2013,109.68,109.21,110.17,107.89,227.73,0.20%
Oct 04, 2013,109.46,108.69,109.77,108.61,144.47,0.42%
Oct 03, 2013,109,108.9,109.85,108.58,212.25,-0.17%
Oct 02, 2013,109.19,107.55,109.48,107.44,177.15,1.16%
Oct 01, 2013,107.94,108.38,108.41,106.81,189.65,-0.40%
Sep 30, 2013,108.37,108.2,108.68,107.22,149.01,-0.24%
Sep 27, 2013,108.63,109,109.67,108.1,190.34,-0.53%
Sep 26, 2013,109.21,108,109.26,108,143.12,0.82%
Sep 25, 2013,108.32,108.73,110.09,107.89,211.60,-0.29%
Sep 24, 2013,108.64,107.96,108.9,107.43,197.99,0.44%
Sep 23, 2013,108.16,109.22,109.45,107.76,169.12,-0.97%
Sep 20, 2013,109.22,108.62,109.67,108.4,160.65,0.42%
Sep 19, 2013,108.76,110.92,111.26,108.52,201.58,-1.66%
Sep 18, 2013,110.6,107.85,111.06,107.64,200.71,2.23%
Sep 17, 2013,108.19,109.5,110,107.41,214.35,-1.71%
Sep 16, 2013,110.07,111.25,111.49,108.73,249.44,-2.40%
Sep 13, 2013,112.78,112.87,112.91,111.6,18.64,0.13%
Sep 12, 2013,112.63,111.51,113.05,111.33,93.45,1.01%
Sep 11, 2013,111.5,111.52,112.49,111.02,109.34,0.22%
Sep 10, 2013,111.25,113,113.55,110.59,176.16,-2.17%
Sep 09, 2013,113.72,115.93,116.18,113,200.57,-2.07%
Sep 06, 2013,116.12,115.35,116.56,115.02,168.83,0.75%
Sep 05, 2013,115.26,114.95,115.55,114.29,151.29,0.30%
Sep 04, 2013,114.91,115.65,116.09,114.4,209.65,-0.67%
Sep 03, 2013,115.68,114.45,116,114.06,234.73,1.18%
Sep 02, 2013,114.33,114,114.57,112.2,90.95,0.28%
Aug 30, 2013,114.01,114.2,115.53,113.63,245.06,-1.00%
Aug 29, 2013,115.16,115.86,117.04,114.18,248.52,-1.24%
Aug 28, 2013,116.61,115.3,117.34,114.81,286.09,1.97%
Aug 27, 2013,114.36,111.16,115.29,110.73,288.71,3.28%
Aug 26, 2013,110.73,111.15,111.68,110.5,92.72,-0.28%
Aug 23, 2013,111.04,109.9,111.23,109.77,219.41,1.04%
Aug 22, 2013,109.9,109.7,110.15,109.4,154.99,0.08%
Aug 21, 2013,109.81,110.11,110.28,109.23,195.77,-0.31%
Aug 20, 2013,110.15,109.67,110.73,108.61,233.19,0.23%
Aug 19, 2013,109.9,110.53,111,109.59,188.06,-0.45%
Aug 16, 2013,110.4,109.42,110.7,109.17,195.85,-0.64%
Aug 15, 2013,111.11,110.35,111.53,110.35,19.27,0.83%
Aug 14, 2013,110.2,109.51,110.36,109.05,97.93,0.35%
Aug 13, 2013,109.82,109.08,110.06,108.95,112.23,0.78%
Aug 12, 2013,108.97,108.13,109.13,107.43,147.83,0.69%
Aug 09, 2013,108.22,106.81,108.32,106.6,148.43,1.44%
Aug 08, 2013,106.68,107.39,107.86,105.85,175.73,-0.71%
Aug 07, 2013,107.44,108.07,108.16,107.07,208.43,-0.68%
Aug 06, 2013,108.18,108.74,109.23,107.46,229.16,-0.48%
Aug 05, 2013,108.7,109.09,109.44,107.55,168.83,-0.23%
Aug 02, 2013,108.95,109.52,110.09,108.38,160.76,-0.54%
Aug 01, 2013,109.54,107.81,109.64,107.52,234.85,1.71%
Jul 31, 2013,107.7,106.84,107.95,105.73,222.57,0.74%
Jul 30, 2013,106.91,107.45,107.56,106.54,160.00,-0.50%
Jul 29, 2013,107.45,107.19,107.89,106.6,178.93,0.26%
Jul 26, 2013,107.17,107.59,107.79,106.53,119.94,-0.45%
Jul 25, 2013,107.65,107.11,107.87,106.54,176.11,0.43%
Jul 24, 2013,107.19,108.44,108.6,106.25,197.80,-1.13%
Jul 23, 2013,108.42,108.3,108.63,107.56,190.20,0.25%
Jul 22, 2013,108.15,108.3,108.68,107.55,198.42,0.07%
Jul 19, 2013,108.07,108.73,109.18,107.01,212.19,-0.58%
Jul 18, 2013,108.7,108.63,108.87,108.03,196.44,0.08%
Jul 17, 2013,108.61,107.9,108.74,107.3,183.57,-0.72%
Jul 16, 2013,109.4,109.05,109.72,108.63,19.97,0.28%
Jul 15, 2013,109.09,108.99,109.26,107.96,100.86,0.26%
Jul 12, 2013,108.81,107.33,109.14,107.28,127.81,1.00%
Jul 11, 2013,107.73,108.24,108.93,107.02,184.69,-0.72%
Jul 10, 2013,108.51,108.12,108.69,107.71,199.70,0.65%
Jul 09, 2013,107.81,107.27,108.26,106.85,163.66,0.35%
Jul 08, 2013,107.43,108,108.04,106.79,185.82,-0.27%
Jul 05, 2013,107.72,105.54,107.88,105.38,233.34,2.07%
Jul 04, 2013,105.54,105.85,105.99,104.91,81.37,-0.21%
Jul 03, 2013,105.76,104.18,106.03,104.18,258.39,1.69%
Jul 02, 2013,104,102.92,104.12,102.91,186.52,0.97%
Jul 01, 2013,103,101.9,103.71,101.63,230.92,0.82%
Jun 28, 2013,102.16,102.76,103.44,101.87,230.25,-0.64%
Jun 27, 2013,102.82,101.66,103.34,101.66,190.61,1.14%
Jun 26, 2013,101.66,101.1,101.89,100.25,195.23,0.40%
Jun 25, 2013,101.26,101,102.08,100.7,182.09,0.10%
Jun 24, 2013,101.16,100.61,101.64,99.67,254.19,0.25%
Jun 21, 2013,100.91,102.1,103.09,100.04,263.37,-1.21%
Jun 20, 2013,102.15,105.62,105.62,101.75,301.24,-3.74%
Jun 19, 2013,106.12,106.1,106.59,105.45,164.86,0.09%
Jun 18, 2013,106.02,105.66,106.24,105.11,150.87,0.52%
Jun 17, 2013,105.47,105.77,106.67,105.28,160.18,-0.43%
Jun 14, 2013,105.93,104.95,106.64,104.46,197.14,1.61%
Jun 13, 2013,104.25,103.33,104.26,102.75,21.31,0.73%
Jun 12, 2013,103.49,102.56,104.1,102.23,94.92,0.51%
Jun 11, 2013,102.96,103.89,103.89,101.82,156.14,-0.95%
Jun 10, 2013,103.95,104.56,104.76,103.66,159.65,-0.58%
Jun 07, 2013,104.56,103.65,105.01,102.89,234.18,0.92%
Jun 06, 2013,103.61,102.94,103.95,102.81,173.41,0.55%
Jun 05, 2013,103.04,103.48,104.07,102.85,202.95,-0.19%
Jun 04, 2013,103.24,102.02,103.58,101.47,300.89,1.16%
Jun 03, 2013,102.06,100.15,102.48,99.66,255.71,1.66%
May 31, 2013,100.39,102.12,102.38,100.03,215.28,-1.76%
May 30, 2013,102.19,102.4,102.85,101.08,232.91,-0.23%
May 29, 2013,102.43,104.32,104.37,102.17,209.65,-1.73%
May 28, 2013,104.23,102.51,104.69,102.48,195.12,1.57%
May 27, 2013,102.62,102.52,102.65,102.1,21.12,-0.02%
May 24, 2013,102.64,102.55,102.79,101.65,136.63,0.20%
May 23, 2013,102.44,102.25,102.68,100.64,230.37,-0.16%
May 22, 2013,102.6,103.52,103.79,102.22,207.42,-1.26%
May 21, 2013,103.91,104.78,105.15,103.51,179.06,-0.85%
May 20, 2013,104.8,104.75,105.31,103.83,164.96,0.15%
May 17, 2013,104.64,103.87,104.87,103.35,193.73,0.81%
May 16, 2013,103.8,103.74,104.4,102.95,26.35,0.12%
May 15, 2013,103.68,102.7,103.82,101.2,106.54,1.05%
May 14, 2013,102.6,102.82,103.1,101.96,160.03,-0.21%
May 13, 2013,102.82,103.26,103.86,102.25,173.55,-1.05%
May 10, 2013,103.91,104.35,104.45,101.56,215.45,-0.54%
May 09, 2013,104.47,104.44,104.6,103.45,197.07,0.12%
May 08, 2013,104.34,104.11,104.8,103.53,229.32,-0.06%
May 07, 2013,104.4,105.4,105.94,104,264.56,-1.01%
May 06, 2013,105.46,104.25,105.54,103.89,135.08,1.22%
May 03, 2013,104.19,102.8,104.92,102.37,257.17,1.30%
May 02, 2013,102.85,99.82,102.98,99.51,287.67,2.90%
May 01, 2013,99.95,101.82,102.33,98.76,267.10,-2.36%
Apr 30, 2013,102.37,103.78,104,101.48,253.92,-1.39%
Apr 29, 2013,103.81,102.79,103.94,102.57,200.11,0.63%
Apr 26, 2013,103.16,103.2,103.48,102.25,196.48,-0.24%
Apr 25, 2013,103.41,101.8,103.49,101.35,280.40,1.65%
Apr 24, 2013,101.73,100.34,101.99,100.22,204.01,1.42%
Apr 23, 2013,100.31,100.56,100.59,98.78,242.74,-0.08%
Apr 22, 2013,100.39,99.56,101.04,99.2,210.04,0.74%
Apr 19, 2013,99.65,99.54,100.33,99.04,175.36,0.52%
Apr 18, 2013,99.13,97.46,99.85,96.75,306.94,1.47%
Apr 17, 2013,97.69,100.11,100.46,97.26,292.12,-2.22%
Apr 16, 2013,99.91,99.43,100.37,98,328.74,-0.48%
Apr 15, 2013,100.39,103.03,103.09,100.02,23.65,-2.64%
Apr 12, 2013,103.11,104.29,104.39,101.09,121.49,-1.11%
Apr 11, 2013,104.27,105.5,105.94,103.7,116.87,-1.44%
Apr 10, 2013,105.79,106.19,106.47,105.16,136.06,-0.41%
Apr 09, 2013,106.23,104.78,106.5,104.27,173.29,1.50%
Apr 08, 2013,104.66,104.28,105.55,103.4,245.68,0.52%
Apr 05, 2013,104.12,106.49,106.65,103.62,273.97,-2.09%
Apr 04, 2013,106.34,107.07,108.06,105.29,284.41,-0.72%
Apr 03, 2013,107.11,110.28,110.43,106.78,304.65,-3.23%
Apr 02, 2013,110.69,111.07,111.79,110,205.64,-0.35%
Apr 01, 2013,111.08,110.15,111.33,109.38,102.14,0.96%
Mar 28, 2013,110.02,109.85,110.1,108.98,164.97,0.30%
Mar 27, 2013,109.69,109.4,109.98,108.85,217.52,0.30%
Mar 26, 2013,109.36,108.11,109.59,107.71,207.41,1.10%
Mar 25, 2013,108.17,106.86,109.07,106.8,199.23,0.47%
Mar 22, 2013,107.66,107.31,107.96,106.9,174.36,0.18%
Mar 21, 2013,107.47,108.48,108.75,107.08,190.90,-1.15%
Mar 20, 2013,108.72,107.59,108.92,107.55,169.06,1.18%
Mar 19, 2013,107.45,109.41,109.54,107.25,226.68,-1.88%
Mar 18, 2013,109.51,109.83,109.83,107.78,180.93,-0.28%
Mar 15, 2013,109.82,109.32,110.53,109.02,186.11,0.37%
Mar 14, 2013,109.42,108.36,109.98,108.18,18.27,0.83%
Mar 13, 2013,108.52,109.7,109.89,107.91,106.23,-1.03%
Mar 12, 2013,109.65,110.13,111.2,109.3,146.00,-0.52%
Mar 11, 2013,110.22,110.67,110.72,109.53,164.82,-0.57%
Mar 08, 2013,110.85,110.9,111.33,109.14,228.95,-0.27%
Mar 07, 2013,111.15,111.08,111.4,110.41,213.07,0.08%
Mar 06, 2013,111.06,111.83,112.23,110.46,201.77,-0.49%
Mar 05, 2013,111.61,110.1,111.93,110.1,233.65,1.38%
Mar 04, 2013,110.09,110.58,110.89,109.58,226.78,-0.28%
Mar 01, 2013,110.4,110.9,111.36,109.82,251.90,-0.88%
Feb 28, 2013,111.38,111.95,112.57,110.87,224.45,-0.44%
Feb 27, 2013,111.87,112.8,113.35,111.65,220.01,-0.75%
Feb 26, 2013,112.71,113.64,114.34,112.41,257.23,-1.51%
Feb 25, 2013,114.44,114.19,115.87,113.31,190.54,0.30%
Feb 22, 2013,114.1,113.6,114.79,113.6,173.50,0.50%
Feb 21, 2013,113.53,115.2,115.31,113.32,248.79,-1.79%
Feb 20, 2013,115.6,117.35,117.66,115.02,219.24,-1.63%
Feb 19, 2013,117.52,117.48,117.6,116.55,134.90,0.12%
Feb 18, 2013,117.38,117.81,118.19,116.92,60.36,-0.24%
Feb 15, 2013,117.66,117.96,118.11,116.28,216.48,-0.29%
Feb 14, 2013,118,117.9,118.29,117.25,186.86,-0.61%
Feb 13, 2013,118.72,118.66,119.12,118.39,27.82,0.05%
Feb 12, 2013,118.66,118.27,118.9,117.81,98.00,0.45%
Feb 11, 2013,118.13,118.9,119.07,117.54,141.28,-0.65%
Feb 08, 2013,118.9,117.48,119.17,117.31,206.48,1.42%
Feb 07, 2013,117.24,116.9,117.83,116.71,242.30,0.44%
Feb 06, 2013,116.73,116.45,117.05,115.72,207.78,0.18%
Feb 05, 2013,116.52,115.47,117.23,115.01,227.10,0.80%
Feb 04, 2013,115.6,116.5,116.67,115.32,214.96,-0.99%
Feb 01, 2013,116.76,115.77,117.07,115.4,245.85,1.05%
Jan 31, 2013,115.55,114.91,115.76,114.28,195.49,0.57%
Jan 30, 2013,114.9,114.28,115.24,114.07,200.61,0.47%
Jan 29, 2013,114.36,113.48,114.49,113.07,208.91,0.78%
Jan 28, 2013,113.48,113.45,113.8,112.6,172.16,0.18%
Jan 25, 2013,113.28,113.28,113.84,112.83,204.35,0.00%
Jan 24, 2013,113.28,112.76,113.65,112.4,211.58,0.43%
Jan 23, 2013,112.8,112.42,113.15,112.06,239.71,0.34%
Jan 22, 2013,112.42,111.71,112.65,111.35,207.85,0.64%
Jan 21, 2013,111.71,111.67,111.99,111.41,74.58,-0.16%
Jan 18, 2013,111.89,111.1,111.97,110.47,182.51,0.71%
Jan 17, 2013,111.1,109.74,111.38,109.45,206.29,0.44%
Jan 16, 2013,110.61,110.52,110.84,110.24,19.71,0.28%
Jan 15, 2013,110.3,111.93,112.46,110.19,101.26,-1.41%
Jan 14, 2013,111.88,110.62,112.15,110.31,110.23,1.12%
Jan 11, 2013,110.64,111.95,111.95,109.6,168.07,-1.12%
Jan 10, 2013,111.89,111.68,113.29,111.6,196.97,0.12%
Jan 09, 2013,111.76,111.9,112.23,111.11,171.95,-0.16%
Jan 08, 2013,111.94,111.42,112.47,111.12,194.00,0.48%
Jan 07, 2013,111.4,111.42,111.69,110.54,203.50,0.08%
Jan 04, 2013,111.31,111.72,111.78,110.38,191.33,-0.74%
Jan 03, 2013,112.14,112.2,112.42,111.63,190.29,-0.29%
Jan 02, 2013,112.47,111.5,112.9,111.27,183.14,1.22%
Dec 31, 2012,111.11,110.35,111.34,109.38,98.68,0.44%
Dec 28, 2012,110.62,111.24,111.38,109.83,117.89,-0.16%
Dec 27, 2012,110.8,110.78,111.33,110.1,104.80,-0.24%
Dec 26, 2012,111.07,109.15,111.52,109,75.29,2.09%
Dec 24, 2012,108.8,109.02,109.22,108.13,49.45,-0.16%
Dec 21, 2012,108.97,110.2,110.28,108.66,132.66,-1.12%
Dec 20, 2012,110.2,110.1,110.66,109.7,136.54,-0.14%
Dec 19, 2012,110.36,108.9,110.48,108.74,162.39,1.40%
Dec 18, 2012,108.84,107.98,108.98,107.93,137.27,1.11%
Dec 17, 2012,107.64,108.3,108.5,107.58,129.07,-1.38%
Dec 14, 2012,109.15,108.2,109.58,108.2,16.50,1.15%
Dec 13, 2012,107.91,109.36,109.52,107.8,77.62,-1.45%
Dec 12, 2012,109.5,108.14,110.5,108.14,169.43,1.38%
Dec 11, 2012,108.01,107.45,108.37,107.09,160.06,0.63%
Dec 10, 2012,107.33,107.3,108.54,107.01,168.70,0.29%
Dec 07, 2012,107.02,107.05,107.89,106.66,181.18,-0.01%
Dec 06, 2012,107.03,108.63,109.16,106.63,215.28,-1.64%
Dec 05, 2012,108.81,109.87,110.57,108.64,184.65,-0.94%
Dec 04, 2012,109.84,110.92,110.92,109.15,213.91,-0.97%
Dec 03, 2012,110.92,110.96,112.33,110.6,195.73,-0.28%
Nov 30, 2012,111.23,110.35,111.34,110.25,162.85,0.42%
Nov 29, 2012,110.76,109.7,111.3,109.45,254.91,1.14%
Nov 28, 2012,109.51,109.95,110.17,108.44,192.92,-0.33%
Nov 27, 2012,109.87,111,111.36,109.31,178.24,-0.95%
Nov 26, 2012,110.92,111.16,111.48,110.27,134.49,-0.41%
Nov 23, 2012,111.38,110.47,111.54,110.1,103.82,0.75%
Nov 22, 2012,110.55,110.97,111.17,110.11,55.28,-0.28%
Nov 21, 2012,110.86,110.49,111.46,109.55,192.52,0.94%
Nov 20, 2012,109.83,111.8,111.85,109.01,236.77,-1.67%
Nov 19, 2012,111.7,109.2,112.2,109.19,232.66,2.52%
Nov 16, 2012,108.95,107.69,109.25,107.66,200.90,-1.83%
Nov 15, 2012,110.98,109.68,111.12,109.66,21.03,1.25%
Nov 14, 2012,109.61,108.12,110.35,107.8,113.91,1.25%
Nov 13, 2012,108.26,108.7,108.98,107.38,140.01,-0.74%
Nov 12, 2012,109.07,109.59,110.39,108.56,180.99,-0.30%
Nov 09, 2012,109.4,107.15,109.78,106.25,201.02,2.00%
Nov 08, 2012,107.25,106.92,108.17,106.12,200.13,0.40%
Nov 07, 2012,106.82,110.83,111.64,106.53,265.33,-3.83%
Nov 06, 2012,111.07,107.93,111.31,107.13,259.93,3.10%
Nov 05, 2012,107.73,105.55,108.18,104.76,217.32,1.94%
Nov 02, 2012,105.68,108.07,108.8,105.5,222.83,-2.30%
Nov 01, 2012,108.17,108.49,109.03,107.75,205.33,-0.49%
Oct 31, 2012,108.7,109.14,109.8,108.3,174.27,-0.35%
Oct 30, 2012,109.08,109.36,110.1,108.65,147.69,-0.33%
Oct 29, 2012,109.44,109.65,110.26,108.51,170.60,-0.10%
Oct 26, 2012,109.55,108.49,109.7,107.4,210.56,0.98%
Oct 25, 2012,108.49,107.59,109.28,107.46,216.60,0.59%
Oct 24, 2012,107.85,108.31,109.34,106.8,233.37,-0.37%
Oct 23, 2012,108.25,109.52,109.8,107.31,254.99,-1.09%
Oct 22, 2012,109.44,109.95,110.97,109.12,218.73,-0.64%
Oct 19, 2012,110.14,112.26,113.27,109.9,231.13,-2.03%
Oct 18, 2012,112.42,113.13,113.63,111.57,212.56,-0.71%
Oct 17, 2012,113.22,113.93,114.31,112.8,197.96,-1.61%
Oct 16, 2012,115.07,115.72,116.2,114.5,20.62,-0.63%
Oct 15, 2012,115.8,114.64,115.91,113.58,108.78,1.03%
Oct 12, 2012,114.62,115.96,115.96,113.94,119.85,-0.94%
Oct 11, 2012,115.71,114.56,116.02,114.42,144.68,1.21%
Oct 10, 2012,114.33,114.23,115.59,113.77,180.31,-0.15%
Oct 09, 2012,114.5,112.22,114.72,111.97,213.79,2.40%
Oct 08, 2012,111.82,111.99,112.35,110.54,168.66,-0.18%
Oct 05, 2012,112.02,112.45,113.05,110.54,237.74,-0.50%
Oct 04, 2012,112.58,108.2,112.69,108.02,240.03,4.08%
Oct 03, 2012,108.17,111.36,111.36,107.67,240.50,-3.05%
Oct 02, 2012,111.57,112.28,112.45,111.27,152.72,-0.55%
Oct 01, 2012,112.19,112.34,113.27,111.47,161.82,-0.18%
Sep 28, 2012,112.39,112.53,113.4,111.52,184.80,0.34%
Sep 27, 2012,112.01,110.17,112.5,109.68,226.56,1.79%
Sep 26, 2012,110.04,109.88,110.23,108.45,198.47,-0.37%
Sep 25, 2012,110.45,109.93,111.47,109.44,195.94,0.58%
Sep 24, 2012,109.81,111.5,111.56,108.78,187.25,-1.44%
Sep 21, 2012,111.42,110.5,111.7,110.08,161.97,1.26%
Sep 20, 2012,110.03,108.18,110.65,107.1,250.45,1.70%
Sep 19, 2012,108.19,111.71,112.98,107.4,298.80,-3.43%
Sep 18, 2012,112.03,113.45,114.42,111.61,212.11,-1.55%
Sep 17, 2012,113.79,116.67,117.02,111.5,212.97,-2.46%
Sep 14, 2012,116.66,115.66,117.95,115.58,181.37,-0.21%
Sep 13, 2012,116.9,115.6,117.48,115.45,25.03,0.81%
Sep 12, 2012,115.96,115,116.67,115,135.26,0.49%
Sep 11, 2012,115.4,114.65,115.46,114.37,151.87,0.51%
Sep 10, 2012,114.81,114.55,115.05,113.92,149.70,0.49%
Sep 07, 2012,114.25,112.8,114.65,112.34,227.68,0.67%
Sep 06, 2012,113.49,113.67,115.15,112.55,234.05,0.35%
Sep 05, 2012,113.09,114.1,114.38,112.73,229.60,-0.95%
